"0x003D","0x00D1","master","mx98715/25","i740 PCI"
"0x1407","0x0101","Lava Computer MFG Inc.","","Lava Quattro PCI A/B"
"0x1407","0x0102","Lava Computer MFG Inc.","","Lava Quattro PCI C/D"
"0x1407","0x0110","Lava Computer MFG Inc.","","Lava DSerial PCI Port A"
"0x1407","0x0111","Lava Computer MFG Inc.","","Lava DSerial PCI Port B"
"0x1407","0x0180","Lava Computer MFG Inc.","","Lava Octopus PCI Ports 1-4"
"0x1407","0x0181","Lava Computer MFG Inc.","","Lava Octopus PCI Ports 5-8"
"0x1407","0x0200","Lava Computer MFG Inc.","9923","LavaPort Dual-650 PCI"
"0x1407","0x0201","Lava Computer MFG Inc.","","LavaPort Quad-650 PCI A/B"
"0x1407","0x0202","Lava Computer MFG Inc.","","LavaPort Quad-650 PCI C/D"
"0x1407","0x0220","Lava Computer MFG Inc.","","LavaPort Quad-650 PCI A/B"
"0x1407","0x0221","Lava Computer MFG Inc.","","LavaPort Quad-650 PCI C/D"
"0x1407","0x0400","Lava Computer MFG Inc.","","Lava 8255 PIO PCI"
"0x1407","0x0500","Lava Computer MFG Inc.","","Lava Single Serial 550 PCI"
"0x1407","0x0510","Lava Computer MFG Inc.","","Lava SP Serial 550 PCI"
"0x1407","0x0511","Lava Computer MFG Inc.","","Lava SP BIDIR Parallel PCI"
"0x1407","0x0520","Lava Computer MFG Inc.","","Lava RS422 SS-PCI"
"0x1407","0x0600","Lava Computer MFG Inc.","4-0 9253","LavaPort 650 PCI"
"0x1407","0x0A00","Lava Computer MFG Inc.","LavaPort PCI","COM Port Accelerator"
"0x1407","0x120","Lava Computer MFG Inc.","","Lava Quattro 550 PCI A/B"
"0x1407","0x121","Lava Computer MFG Inc.","","Lava Quattro 550 PCI C/D"
"0x1407","0x8000","Lava Computer MFG Inc.","","Lava Parallel"
"0x1407","0x8001","Lava Computer MFG Inc.","","Lava Dual Parallel port A"
"0x1407","0x8002","Lava Computer MFG Inc.","9923","Lava Dual Parallel port A"
"0x1407","0x8003","Lava Computer MFG Inc.","","Lava Dual Parallel port B"
"0x1407","0x8800","Lava Computer MFG Inc.","","BOCA Research IOPPAR"
"0x1409","0x7168","SUNIX Co., Ltd.","40371409","PCI / ISA Asynchronous UART Signal Chips Solution"
"0x1409","7268","SUNIX Co., Ltd.","PCI / ISA IEEE1284 ECP/EPP/SPP/BPP Signal Chips So","PCI parallel port"
"0x140B","0x0610","Ramix Inc","",""
"0x140B","0x615","Ramix Inc","NA","Na"
"0x140B","0x682","Ramix Inc","NA","NA"
"0x1412","0x1712","IC Ensemble, Inc.","ICE1712","Envy24 PCI Multi-Channel I/O Ctrlr"
"0x1412","0x1724","IC Ensemble, Inc.","VT1720/24","Envy24PT/HT PCI Multi-Channel Audio Controller"
"0x1415","0x8401","Oxford Semiconductor Ltd","OX9162","PCI Interface to local bus"
"0x1415","0x8403","Oxford Semiconductor Ltd","OX9162","Parallel Port"
"0x1415","0x9500","Oxford Semiconductor Ltd","OX16PCI954","Quad UART (disabled)"
"0x1415","0x9501","Oxford Semiconductor Ltd","OX16PCI954","Quad UART"
"0x1415","0x9505","Oxford Semiconductor Ltd","OXm16PCI952","Dual UART"
"0x1415","0x950A","Oxford Semiconductor Ltd","OX16PCI954","Dual PCI UARTS"
"0x1415","0x950B","Oxford Semiconductor Ltd","OXCB950","Integrated High Performance UART"
"0x1415","0x9510","Oxford Semiconductor Ltd","OX16PCI954","PCI Interface (disabled)"
"0x1415","0x9511","Oxford Semiconductor Ltd","OX9160","PCI Interface to 8-bit local bus"
"0x1415","0x9512","Oxford Semiconductor Ltd","OX16PCI954","PCI Interface to 32-bit bus"
"0x1415","0x9513","Oxford Semiconductor Ltd","OX16PCI954","Parallel Port"
"0x1415","0x9521","Oxford Semiconductor Ltd","OX16PCI952","Dual UART"
"0x1415","0x9523","Oxford Semiconductor Ltd","OX16PCI952","Integrated Parallel Port"
"0x141F","0x6181","Visiontech Ltd","KFIR","MPEG decoder"
"0x1435","0x0531","RTD Embedded Technologies, Inc.","DELETE","DELETE"
"0x1435","0x6020","RTD Embedded Technologies, Inc.","SPM6020","PCI-104 dspModule"
"0x1435","0x6030","RTD Embedded Technologies, Inc.","SPM6030","PC/104-Plus dspModule"
"0x1435","0x6420","RTD Embedded Technologies, Inc.","SPM186420","PC/104-Plus dspModule"
"0x1435","0x6430","RTD Embedded Technologies, Inc.","SPM176430","PC/104-Plus dspModule"
"0x1435","0x7520","RTD Embedded Technologies, Inc.","DM7520","PC/104-Plus dataModule"
"0x1435","0x7540","RTD Embedded Technologies, Inc.","SDM7540","PC/104-Plus dataModule with SmartCal"
"0x1448","0x0001","Alesis Studio","ADAT/EDIT","Audio Editing"
"0x144A","0x7230","ADLINK Technology Inc","",""
"0x144A","0x7248","ADLINK Technology Inc","PCI-9052","PLX PCI9052"
"0x144A","0x7250","ADLINK Technology Inc","PCI-7250","PLX PCI9052"
"0x144A","0x7256","ADLINK Technology Inc","PCI-7256","PCI-7256 16-CH Latching Relay & 16-CH Isolated Digital Input Card"
"0x144A","0x7296","ADLINK Technology Inc","PCI-7296 (PLX PCI-9052)","96-ch digital I/O card"
"0x144A","0x7432","ADLINK Technology Inc","PCI-7432",""
"0x144A","0x7433","ADLINK Technology Inc","PCI-7433","64-ch digital Input card"
"0x144A","0x7434","ADLINK Technology Inc","PCI-7434",""
"0x144A","0x7841","ADLINK Technology Inc","PCI-7841","SJA 1000- baseddual port  CAN bus card"
"0x144A","0x8133","ADLINK Technology Inc","PCI-8133",""
"0x144A","0x8554","ADLINK Technology Inc","PCI-8554",""
"0x144A","0x9111","ADLINK Technology Inc","PCI-9111",""
"0x144A","0x9113","ADLINK Technology Inc","PCI-9113",""
"0x144A","0x9114","ADLINK Technology Inc","PCI-9114",""
"0x144B","0x0601","Loronix Information Systems, Inc.","",""
"0x145F","0x0001","Baldor Electric Company","NextMove PCI","Multi-axis Motion Controller"
"0x145F","0x0002","Baldor Electric Company","NextMove PCI-2","Multi-axis Motion Controller"
"0x1462","0x00C1","Micro-Star International Co Ltd","NV41.1","NX6800-TD256E"
"0x1462","0x4720","Micro-Star International Co Ltd","883","Audio controller"
"0x1462","0x5071","Micro-Star International Co Ltd","883","Audio controller"
"0x1462","0x7120","Micro-Star International Co Ltd","",""
"0x1462","0x7960","Micro-Star International Co Ltd","MCP2T","MCP2T"
"0x1471","0x0188","Integrated Telecom Express Inc","RoadRunner 10","ADSL PCI"
"0x148C","0x4011","C.P. Technology Co. Ltd","RV250","RADEON 9000 PRO EVIL COMMANDO"
"0x148C","0x4152","C.P. Technology Co. Ltd","0x1002","0x2079"
"0x148D","0x1003","Digicom Systems Inc.","Rockwell HCF chipset","Creative ModemBlaster V.90 PCI DI5655"
"0x14A9","0xad1f","Hivertec Inc.","1","1"
"0x14B1","0x1033","Nextcom K.K.","R6795-12","RH56D-PCI"
"0x14B3","0x0000","Xpeed Inc.","9ff-usa-a99-99-0970","DSL NIC"
"0x14B5","0x0200","Creamware GmbH","Scope",""
"0x14B5","0x0300","Creamware GmbH","Pulsar",""
"0x14B5","0x0400","Creamware GmbH","Pulsar SRB",""
"0x14B5","0x0600","Creamware GmbH","Pulsar 2",""
"0x14B5","0x0800","Creamware GmbH","","DSP-Board"
"0x14B5","0x0900","Creamware GmbH","","DSP-Board"
"0x14B5","0x0A00","Creamware GmbH","","DSP-Board"
"0x14B5","0x0B00","Creamware GmbH","","DSP-Board"
"0x14B7","0x0001","Proxim Inc.","Symphony 4110","pci9052"
"0x14B9","0x0001","Aironet Wireless Communication","PC4800","werwerwerwe"
"0x14B9","0x0340","Aironet Wireless Communication","","Cisco Systems 340 PCI Wireless LAN Adptr"
"0x14B9","0x2500","Aironet Wireless Communication","PC2500 DS","Wireless PCI LAN Adapter"
"0x14B9","0x3100","Aironet Wireless Communication","PC3100 FH","Wireless PCI LAN Adapter"
"0x14B9","0x3101","Aironet Wireless Communication","PC3100 FH","Wireless PCI LAN Adapter"
"0x14B9","0x3500","Aironet Wireless Communication","PC3500 FH","Wireless PCI LAN Adapter"
"0x14B9","0x4500","Aironet Wireless Communication","PC4500 DS","Wireless PCI LAN Adapter"
"0x14B9","0x4800","Aironet Wireless Communication","PC4800 DS","Wireless PCI LAN Adapter"
"0x14B9","0xA504","Aironet Wireless Communication","A504 Cisco MAC","Cisco Aironet 350 Series Mini-PCI (MPI350)"
"0x14B9","0xA506","Aironet Wireless Communication","AIR-MP21G","802.11b/g wireless adapter"
"0x14C1","0x8043","Myricom Inc.","LANai 9.2 0129","MyriNet"
"0x14CF","0x2920","TEK Microsystems Inc.","FPMC-FIO1-F100-1","Serial I/O Controller aka FPMC-DFLEX64"
"0x14D4","0x0400","Panacom Technology Corporation","Panacom 7","Interface chip"
"0x14D9","0x0010","Alpha Processor Inc","AP1011/SP1011","Sturgeon HyperTransport-PCI Bridge"
"0x14DB","0x2100","Avlab Technology Inc.","PCI IO 1S",""
"0x14DB","0x2101","Avlab Technology Inc.","PCI IO 1S-650",""
"0x14DB","0x2102","Avlab Technology Inc.","PCI IO 1S-850",""
"0x14DB","0x2110","Avlab Technology Inc.","PCI IO 1S1P","OX16PCI952"
"0x14DB","0x2111","Avlab Technology Inc.","PCI IO 1S1P-650",""
"0x14DB","0x2112","Avlab Technology Inc.","PCI IO 1S1P-850",""
"0x14DB","0x2120","Avlab Technology Inc.","TK9902","Parallel Port device"
"0x14DB","0x2121","Avlab Technology Inc.","PCI IO 2P",""
"0x14DB","0x2130","Avlab Technology Inc.","PCI IO 2S","2 Port PCI Serial Card"
"0x14DB","0x2131","Avlab Technology Inc.","PCI IO 2S-650",""
"0x14DB","0x2132","Avlab Technology Inc.","PCI IO 2S-850",""
"0x14DB","0x2140","Avlab Technology Inc.","PCI IO 2P1S",""
"0x14DB","0x2141","Avlab Technology Inc.","PCI IO 2P1S-650",""
"0x14DB","0x2142","Avlab Technology Inc.","PCI IO 2P1S-850",""
"0x14DB","0x2144","Avlab Technology Inc.","PCI IO 2P2S",""
"0x14DB","0x2145","Avlab Technology Inc.","PCI IO 2P2S-650",""
"0x14DB","0x2146","Avlab Technology Inc.","PCI IO 2P2S-850",""
"0x14DB","0x2150","Avlab Technology Inc.","PCI IO 4S",""
"0x14DB","0x2151","Avlab Technology Inc.","PCI IO 4S-654",""
"0x14DB","0x2152","Avlab Technology Inc.","PCI IO 4S-850",""
"0x14DB","0x2160","Avlab Technology Inc.","PCI IO 2S1P",""
"0x14DB","0x2161","Avlab Technology Inc.","PCI IO 2S1P-650",""
"0x14DB","0x2162","Avlab Technology Inc.","PCI IO 2S1P-850",""
"0x14DB","0x2180","Avlab Technology Inc.","PCI IO 8S","VEN_14DB&DEV_2180&SUBSYS_218014DB&REV_00"
"0x14DB","0x2181","Avlab Technology Inc.","PCI IO 8S-654","Avlab Technology Inc"
"0x14DB","0x2182","Avlab Technology Inc.","PCI IO 8S-850","Avlab Technology Inc"
"0x14DC","0x0000","Amplicon Liveline Limited","PCI 230",""
"0x14DC","0x0001","Amplicon Liveline Limited","PCI242H","4-port high speed RS-232"
"0x14DC","0x0002","Amplicon Liveline Limited","PCI244H","8-port high speed RS-232"
"0x14DC","0x0003","Amplicon Liveline Limited","PCI247H","2-port high speed RS-232"
"0x14DC","0x0004","Amplicon Liveline Limited","PCI248H","2-port high speed RS-422/485"
"0x14DC","0x0005","Amplicon Liveline Limited","PCI249H","2-port high speed RS-232 and RS-422/485"
"0x14DC","0x0006","Amplicon Liveline Limited","PCI260","16-channel analog input (with timers)"
"0x14DC","0x0007","Amplicon Liveline Limited","PCI224","16-chan 12-bit analog output (w/ timers)"
"0x14DC","0x0008","Amplicon Liveline Limited","PCI234","4-chan 16-bit analog output (w/ timers)"
"0x14DC","0x0009","Amplicon Liveline Limited","PCI236","24-channel digital I/O"
"0x14DC","0x000A","Amplicon Liveline Limited","PCI272","72-channel digital I/O"
"0x14DC","0x000B","Amplicon Liveline Limited","PCI215","48-channel digital I/O (w/ 6 timers)"
"0x14DC","0x000C","Amplicon Liveline Limited","PCI263","16-channel reed relay output"
"0x14E4","0x034F","Broadcom Corporation","NV36GL?","???"
"0x14E4","0x0800","Broadcom Corporation","BCM33xx/47xx","Sentry5 Chipcommon I/O Controller"
"0x14E4","0x0804","Broadcom Corporation","BCM33xx/47xx","Sentry5 PCI Bridge"
"0x14E4","0x0805","Broadcom Corporation","BCM33xx/47xx","Sentry5 MIPS32 CPU"
"0x14E4","0x0806","Broadcom Corporation","BCM33xx/47xx","Sentry5 Ethernet Controller"
"0x14E4","0x080B","Broadcom Corporation","BCM33xx/47xx","Sentry5 Crypto Accelerator"
"0x14E4","0x080F","Broadcom Corporation","BCM33xx/47xx","Sentry5 DDR/SDR RAM Controller"
"0x14E4","0x0811","Broadcom Corporation","BCM33xx/47xx","Sentry5 External Interface"
"0x14E4","0x0816","Broadcom Corporation","BCM3302","Sentry5 MIPS32 CPU"
"0x14E4","0x14E4","Broadcom Corporation","BCM5787M","802.11b/g Wireless Lan Controller"
"0x14E4","0x1600","Broadcom Corporation","BCM5752","NetXtreme BCM5752 Gigabit Ethernet PCI Express"
"0x14E4","0x1644","Broadcom Corporation"," BCM5751F","NetXtreme Gigabit Ethernet Controller"
"0x14E4","0x1645","Broadcom Corporation","BCM5701","broadtcomBCM5701 Gigabit Ethernet"
"0x14E4","0x1646","Broadcom Corporation","BCM5702x1","NetXtreme Gigabit Ethernet"
"0x14E4","0x1647","Broadcom Corporation","BCM5703","NetXtreme Gigabit Ethernet"
"0x14E4","0x1648","Broadcom Corporation","BCM5704","NetXtreme Dual Gigabit Adapter"
"0x14E4","0x164C","Broadcom Corporation","BCM5708","Broadcom NetXtreme II Gigabit Ethernet Adapter"
"0x14E4","0x164D","Broadcom Corporation","BCM5702FE","NetXtreme Fast Ethernet Controller"
"0x14E4","0x1653","Broadcom Corporation","BCM5788","Broadcom NetXtreme Gigabit Ethernet"
"0x14E4","0x1654","Broadcom Corporation","BCM5705-","NetXtreme Gigabit Ethernet"
"0x14E4","0x1658","Broadcom Corporation","BCM5750","NetXtreme Gigabit Ethernet"
"0x14E4","0x1659","Broadcom Corporation","BCM5721","NetXtreme Gigabit Ethernet PCI Express"
"0x14E4","0x165A","Broadcom Corporation","5722","Broadcom Gigabit Ethernet (HP ML110 G5)"
"0x14E4","0x165D","Broadcom Corporation","BCM5705M","Broadcom NetXtreme Gigabit Ethernet"
"0x14E4","0x165E","Broadcom Corporation","BCM5705M","NetXtreme Gigabit Ethernet"
"0x14E4","0x166a","Broadcom Corporation","BCM5780","Broadcom NetXtreme Gigabit Ethernet 5780"
"0x14E4","0x166B","Broadcom Corporation","BCM5780S","NetXtreme Gigabit Ethernet"
"0x14E4","0x166D","Broadcom Corporation","BCM5705MFE","NetXtreme Ethernet 100kB"
"0x14E4","0x166E","Broadcom Corporation","BCM5705","NetXtreme Gigabit Ethernet"
"0x14E4","0x167","Broadcom Corporation","BCM5751F","NetXtreme Fast Ethernet Controller"
"0x14E4","0x1672","Broadcom Corporation","BCM5754M","NetXtreme Gigabit Ethernet"
"0x14E4","0x1673","Broadcom Corporation","B5755M","NetXtreme Gigabit Ethernet"
"0x14E4","0x1676","Broadcom Corporation","BCM5750","NetXtreme Gigabit Ethernet"
"0x14E4","0x1677","Broadcom Corporation","BCM5750A1","NetXtreme Gigabit Ethernet PCI Express"
"0x14E4","0x1677*","Broadcom Corporation","BCM5782","Broadcom NetExtreme Gigabit Ethernet"
"0x14E4","0x167A","Broadcom Corporation","BCM5754","Broadcom NetXtreme Gigabit Ethernet Controller"
"0x14E4","0x167B","Broadcom Corporation","BCM5755/5780","NetXtreme Gigabit Ethernet"
"0x14E4","0x167C","Broadcom Corporation","BCM5750","NetXtreme Gigabit Ethernet"
"0x14E4","0x167d","Broadcom Corporation","BCM5751M","Broadcom NetXtreme Gigabit Ethernet"
"0x14E4","0x167E","Broadcom Corporation","BCM5751FKFB","vierkant"
"0x14E4","0x1693","Broadcom Corporation","BCM5787A","Ethernet Controller Broadcom Netlink Gigabit"
"0x14E4","0x1696","Broadcom Corporation","BCM5782","Broadcom NetXtreme Gigabit Ethernet for hp"
"0x14E4","0x169A","Broadcom Corporation","BCM5786","NetXtreme Gigabit Ethernet"
"0x14E4","0x169B","Broadcom Corporation","BCM5787","NetXtreme Gigabit Ethernet"
"0x14E4","0x169C","Broadcom Corporation","BCM5788","Broadcom NetLink (TM) Gigabit Ethernet"
"0x14E4","0x169D","Broadcom Corporation","BCM5782k FB","Broadcom Ethernet Adapter"
"0x14E4","0x169E","Broadcom Corporation","?","?"
"0x14E4","0x16A6","Broadcom Corporation","BCM5702X","Gigabit Ethernet"
"0x14E4","0x16A7","Broadcom Corporation","BCM5703X","Gigabit Ethernet"
"0x14E4","0x16A8","Broadcom Corporation","BCM5704","NetXtreme Gigabit Ethernet"
"0x14E4","0x16AA","Broadcom Corporation","B06BDRV","BroadCom NetExtreme II Server"
"0x14E4","0x16C6","Broadcom Corporation","BCM5702A3","NetXtreme Gigabit Ethernet"
"0x14E4","0x16C7","Broadcom Corporation","BCM 5703CKHB","Gigabit Ethernet"
"0x14E4","0x16DD","Broadcom Corporation","BCM5781","NetXtreme Gigabit Ethernet"
"0x14E4","0x16f7","Broadcom Corporation","BCM5753","NetXtreme BCM5753 Gigabit PCI Express"
"0x14E4","0x16FD","Broadcom Corporation","BCM5753M","NetXtreme Gigabit Ethernet PciXpress"
"0x14E4","0x16FE","Broadcom Corporation","BCM5753F","NetXtreme Gigabit Ethernet"
"0x14E4","0x170C","Broadcom Corporation","BCM4401","Broadcom NetLink 4401 10/100 Ethernet NIC"
"0x14E4","0x170D","Broadcom Corporation","BCM5901","NetXtreme"
"0x14E4","0x170E","Broadcom Corporation","BCM5901","NetXtreme 100Base-TX"
"0x14E4","0x1713","Broadcom Corporation","BCM5906m","Broadcom NetLink (TM) Fast Ethernet"
"0x14E4","0x3352","Broadcom Corporation","BCM3352","BCM3352 QAMLink® Single-Chip 4-Line VoIP"
"0x14E4","0x3360","Broadcom Corporation","BCM3360","Advanced PHY Broadband Gateway Cable Modem"
"0x14E4","0x4211","Broadcom Corporation","BCM HPNA","10Mb/s NIC"
"0x14E4","0x4212","Broadcom Corporation","BCM V.90","56k Modem"
"0x14E4","0x4301","Broadcom Corporation","BCM4301 802.11b","Dell Truemobile 1180 802.11b MiniPCI"
"0x14E4","0x4303","Broadcom Corporation","BCM4303","BCM4301 802.11b802.11b Wireless LAN Controller"
"0x14E4","0x4305","Broadcom Corporation","BCM4307","V.90 56k Modem"
"0x14E4","0x4306","Broadcom Corporation","BCM4306","Unknown device 4306 (rev 02)"
"0x14E4","0x4307","Broadcom Corporation","BCM4307","802.11b Wireless LAN Controller"
"0x14E4","0x4310","Broadcom Corporation","BCM4310","BCM4301 802.11bChipcommon I/O Controller"
"0x14E4","0x4311","Broadcom Corporation","BCM4311","Broadcom Corporation Dell Wireless 1390 WLAN Mini-PCI Card"
"0x14E4","0x4312","Broadcom Corporation","BCM4310","broadcom wireless 1490 (dell)"
"0x14E4","0x4313","Broadcom Corporation","BCM4310","Etnernet Controller"
"0x14E4","0x4315","Broadcom Corporation","BCM4310","Dell Wireless 1395 WLAN Mini-Card"
"0x14E4","0x4318","Broadcom Corporation","BCM4301","Broadcom 802.11b Wirelles LAN"
"0x14E4","0x4320","Broadcom Corporation","BCM94309","802.11b/g Wireless LAN Controller"
"0x14E4","0x4321","Broadcom Corporation","BCM4306","802.11a Wireless LAN Controller"
"0x14E4","0x4322","Broadcom Corporation","BCM4306","UART"
"0x14E4","0x4323","Broadcom Corporation","BCM4306","V.90 56k Modem"
"0x14E4","0x4324","Broadcom Corporation","BCM4309","802.11a/b/g Wireless LAN Controller"
"0x14E4","0x4325","Broadcom Corporation","BCM4306","802.11b/g Wireless LAN Controller"
"0x14E4","0x4326","Broadcom Corporation","BCM4306","Chipcommon I/O Controller?"
"0x14E4","0x4328","Broadcom Corporation","BCM94321KFBG","Broadcom 4321AGN 802.11a/b/g/draft-n Wi-Fi Solution"
"0x14E4","0x4329","Broadcom Corporation","?","?"
"0x14E4","0x4401","Broadcom Corporation","BCM4401","10/100 Integrated Ethernet Controller"
"0x14E4","0x4402","Broadcom Corporation","BCM4402","10/100 Integrated Ethernet Controller"
"0x14E4","0x4403","Broadcom Corporation","BCM4402","V.90 56k Modem"
"0x14E4","0x4410","Broadcom Corporation","BCM4413","iLine32 HomePNA 2.0"
"0x14E4","0x4411","Broadcom Corporation","BCM4212","V.90 56k Modem"
"0x14E4","0x4412","Broadcom Corporation","BCM4412","10/100BaseT Ethernet"
"0x14E4","0x4430","Broadcom Corporation","BCM44xx","CardBus iLine32 HomePNA 2.0"
"0x14E4","0x4432","Broadcom Corporation","BCM44xx","CardBus 10/100BaseT Ethernet"
"0x14E4","0x4610","Broadcom Corporation","BCM4610","Sentry5 PCI to SB Bridge"
"0x14E4","0x4611","Broadcom Corporation","BCM4610","Sentry5 iLine32 HomePNA 1.0"
"0x14E4","0x4612","Broadcom Corporation","BCM4610","Sentry5 V.90 56k Modem"
"0x14E4","0x4613","Broadcom Corporation","BCM4610","Sentry5 Ethernet Controller"
"0x14E4","0x4614","Broadcom Corporation","BCM4610","Sentry5 External Interface"
"0x14E4","0x4615","Broadcom Corporation","BCM4610","Sentry5 USB Controller"
"0x14E4","0x4704","Broadcom Corporation","BCM4704","Sentry5 PCI to SB Bridge"
"0x14E4","0x4708","Broadcom Corporation","BCM4704","Crypto Accelerator"
"0x14E4","0x4710","Broadcom Corporation","BCM4710","Sentry5 PCI to SB Bridge"
"0x14E4","0x4711","Broadcom Corporation","BCM47xx","Sentry5 iLine32 HomePNA 2.0"
"0x14E4","0x4712","Broadcom Corporation","BCM47xx","Sentry5 V.92 56k modem"
"0x14E4","0x4713","Broadcom Corporation","BCM47xx","Sentry5 Ethernet Controller"
"0x14E4","0x4714","Broadcom Corporation","BCM47xx","Sentry5 External Interface"
"0x14E4","0x4715","Broadcom Corporation","BCM47xx","Sentry5 USB Controller"
"0x14E4","0x4716","Broadcom Corporation","BCM47xx","Sentry5 USB Host Controller"
"0x14E4","0x4717","Broadcom Corporation","BCM47xx","Sentry5 USB Device Controller"
"0x14E4","0x4718","Broadcom Corporation","BCM47xx","Sentry5 Crypto Accelerator"
"0x14E4","0x4720","Broadcom Corporation","BCM4712","MIPS CPU"
"0x14E4","0x5365","Broadcom Corporation","BCM5365P","Sentry5 PCI to SB Bridge"
"0x14E4","0x5600","Broadcom Corporation","BCM5600","StrataSwitch 24+2 Ethernet Switch Controller"
"0x14E4","0x5605","Broadcom Corporation","BCM5605","StrataSwitch 24+2 Ethernet Switch Controller"
"0x14E4","0x5615","Broadcom Corporation","BCM5615","StrataSwitch 24+2 Ethernet Switch Controller"
"0x14E4","0x5625","Broadcom Corporation","BCM5625","StrataSwitch 24+2 Ethernet Switch Controller"
"0x14E4","0x5645","Broadcom Corporation","BCM5645","StrataSwitch 24+2 Ethernet Switch Controller"
"0x14E4","0x5670","Broadcom Corporation","BCM5670","8-Port 10GE Ethernet Switch Fabric"
"0x14E4","0x5680","Broadcom Corporation","BCM5680","G-Switch 8-Port Gigabit Ethernet Switch Controller"
"0x14E4","0x5690","Broadcom Corporation","BCM5690","12-port Multi-Layer Gigabit Ethernet Switch"
"0x14E4","0x5691","Broadcom Corporation","BCM5691","GE/10GE 8+2 Gigabit Ethernet Switch Controller"
"0x14E4","0x5802","Broadcom Corporation","BCM5802","The BCM5802 Security Processor integrates Broadcom’s IPSec engine (DES, 3DES, HMAC-SHA-1, HMAC-MD5),"
"0x14E4","0x5805","Broadcom Corporation","BCM5805","The BCM5805 Security Processor integrates a high-performance IPSec engine (DES, 3DES, HMAC-SHA-1, HM"
"0x14E4","0x5820","Broadcom Corporation","BCM5820","Crypto Accelerator"
"0x14E4","0x5821","Broadcom Corporation","BCM5821","Crypto Accelerator"
"0x14E4","0x5822","Broadcom Corporation","BCM5822","Crypto Accelerator"
"0x14E4","0x5823","Broadcom Corporation","BCM5823","Crypto Accelerator"
"0x14E4","0x5824","Broadcom Corporation","BCM5824","Crypto Accelerator"
"0x14E4","0x5840","Broadcom Corporation","BCM5840","Crypto Accelerator"
"0x14E4","0x5841","Broadcom Corporation","BCM5841","Crypto Accelerator"
"0x14E4","0x5850","Broadcom Corporation","BCM5850","Crypto Accelerator"
"0x14E4","0x7321","Broadcom Corporation","BCM5751","network card integrated"
"0x14E4","0x7411","Broadcom Corporation","BCM7411","High Definition Video/Audio Decoder"
"0x14EA","0xAB06","Planex Communications, Inc.","FNW-3603-TX","10/100 Fast Ethernet CardBus (RTL8139)"
"0x14EB","0x0020","Seiko Epson Corporation","BEMx.x","PCI to S5U13xxxB00B Bridge Adapter"
"0x14EB","0x0C01","Seiko Epson Corporation","S1D13808","Embedded Memory Display Controller"
"0x14F1","0x1035","Conexant Systems, Inc.","unknown","unknown"
"0x14F1","0x1059","Conexant Systems, Inc.","DI15630-5, DI5631, DI5633","SmartHCF"
"0x14F1","0x1456","Conexant Systems, Inc.","1456","HCFp Modem"
"0x14F1","0x1611","Conexant Systems, Inc.","?","AccessRunner ADSL Modem"
"0x14F1","0x2400","Conexant Systems, Inc.","unknown","unknown"
"0x14F1","0x2702","Conexant Systems, Inc.","cx11252-15","HSFp or Soft V92 Data Fax Modem"
"0x14F1","0x2BFA","Conexant Systems, Inc.","Unknown","HDA D100 MDC v.92 Modem"
"0x14F1","0x2C06","Conexant Systems, Inc.","10250093","HDAUDIO Soft Data fax Modem with SmartPC"
"0x14F1","0x2F00","Conexant Systems, Inc.","00101767","HSF 56k HSFi Modem"
"0x14F1","0x2F20","Conexant Systems, Inc.","CX11252-11","HSF PCI Internal Modem"
"0x14F1","0x2F30","Conexant Systems, Inc.","01","hp/compaq alhena 5-gl6"
"0x14F1","0x2F30&","Conexant Systems, Inc.","01","hp/compaq alhena 5-gl6"
"0x14F1","0x2F40","Conexant Systems, Inc.","71030277","Conexant Modem RD02-D490"
"0x14F1","0x5045","Conexant Systems, Inc.","4.0.3.1","HDAUDIO Soft Data fax Modem with SmartPC"
"0x14F1","0x50452","Conexant Systems, Inc.","1179FF31","High Definition Audio Func01"
"0x14F1","0x5051","Conexant Systems, Inc.","4.0.1.6","Audio"
"0x14F1","0x5B7A","Conexant Systems, Inc.","Belived to be a CX23418","Single-Chip MPEG-2 Encoder with Integrated Analog Video/Broadcast Audio Decoder"
"0x14F1","0x8800","Conexant Systems, Inc.","2003","Conexant 23881 Video Capture (NTSC)"
"0x14F1","0x8852","Conexant Systems, Inc.","0x7717","CX23881"
"0x14F2","0x0001","Mobility Electronics, Inc.","","Moselle Split Bridge"
"0x14F2","0x0002","Mobility Electronics, Inc.","","Capilano Split Bridge"
"0x14F2","0x0120","Mobility Electronics, Inc.","","Merlin Split Bridge"
"0x14F2","0x0121","Mobility Electronics, Inc.","","PCI Parallel Port"
"0x14F2","0x0122","Mobility Electronics, Inc.","","PCI Serial Port"
"0x14F2","0x0123","Mobility Electronics, Inc.","","PCI PS/2 Keyboard Port"
"0x14F2","0x0124","Mobility Electronics, Inc.","3103","PCI PS/2 Mouse Port"
"0x14F5","0x2F00","Sopac Ltd","x","x"
"0x14FD","0x0001","Silex Technology Inc.","H260u","H260u printer server for HP Printer"
"0x1507","0x0001","Htec Ltd.","MPC105 Eagle",""
"0x1507","0x0002","Htec Ltd.","MPC106 Grackle",""
"0x1507","0x0003","Htec Ltd.","MPC8240 Kahlua",""
"0x1507","0x0100","Htec Ltd.","MPC145575 HFC-PCI",""
"0x1507","0x0431","Htec Ltd.","KTI829c 100VG",""
"0x1507","0x4801","Htec Ltd.","Raven",""
"0x1507","0x4802","Htec Ltd.","Falcon",""
